Aaron_Eckhart_0001.jpg,"('happy', 0.2527974843978882)","('surprised', 0.2480006366968155)","('scared', 0.21056616306304932)","('sad', 0.07675611972808838)","('angry', 0.04401961341500282)","('disgusted', 0.09745895117521286)","('pensive', 0.07040099054574966)"
Aaron_Guiel_0001.jpg,"('happy', 0.09710045903921127)","('surprised', 0.11284644901752472)","('scared', 0.08164242655038834)","('sad', 0.06842903792858124)","('angry', 0.09615810960531235)","('disgusted', 0.08095671981573105)","('pensive', 0.46286678314208984)"
Aaron_Patterson_0001.jpg,"('happy', 0.2527974843978882)","('surprised', 0.2480006366968155)","('scared', 0.21056616306304932)","('sad', 0.07675611972808838)","('angry', 0.04401961341500282)","('disgusted', 0.09745895117521286)","('pensive', 0.07040099054574966)"
Aaron_Peirsol_0001.jpg,"('happy', 0.06714128702878952)","('surprised', 0.21109431982040405)","('scared', 0.11382320523262024)","('sad', 0.08714735507965088)","('angry', 0.2546123266220093)","('disgusted', 0.20765440165996552)","('pensive', 0.05852716416120529)"
Aaron_Peirsol_0002.jpg,"('happy', 0.3502979576587677)","('surprised', 0.22111733257770538)","('scared', 0.1788652241230011)","('sad', 0.08202318102121353)","('angry', 0.04880715534090996)","('disgusted', 0.06750582158565521)","('pensive', 0.051383450627326965)"
Aaron_Peirsol_0003.jpg,"('happy', 0.19405290484428406)","('surprised', 0.2902519106864929)","('scared', 0.23188132047653198)","('sad', 0.0567309595644474)","('angry', 0.06833668798208237)","('disgusted', 0.10916151851415634)","('pensive', 0.04958469793200493)"
Aaron_Peirsol_0004.jpg,"('happy', 0.36682260036468506)","('surprised', 0.21361137926578522)","('scared', 0.10678303241729736)","('sad', 0.10091999918222427)","('angry', 0.02632349357008934)","('disgusted', 0.12423012405633926)","('pensive', 0.0613093376159668)"
Aaron_Pena_0001.jpg,"('happy', 0.14928492903709412)","('surprised', 0.28027573227882385)","('scared', 0.21111257374286652)","('sad', 0.07280674576759338)","('angry', 0.04503830894827843)","('disgusted', 0.18896055221557617)","('pensive', 0.05252111330628395)"
Aaron_Sorkin_0001.jpg,"('happy', 0.06486324220895767)","('surprised', 0.2775563895702362)","('scared', 0.2900145947933197)","('sad', 0.051113542169332504)","('angry', 0.13890893757343292)","('disgusted', 0.14084315299987793)","('pensive', 0.03670009225606918)"
Aaron_Sorkin_0002.jpg,"('happy', 0.3815888464450836)","('surprised', 0.15801484882831573)","('scared', 0.08708351105451584)","('sad', 0.03761035576462746)","('angry', 0.2438165694475174)","('disgusted', 0.06408032029867172)","('pensive', 0.027805546298623085)"
Aaron_Tippin_0001.jpg,"('happy', 0.38315349817276)","('surprised', 0.1184525117278099)","('scared', 0.15532086789608002)","('sad', 0.13177184760570526)","('angry', 0.0711694210767746)","('disgusted', 0.0681731328368187)","('pensive', 0.07195863872766495)"
